% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'<unknown> all as pointless as the asthma inhaler with which one character treat his advanced lung cancer . ',negative
'the Good German be just stiff . when Soderbergh try one of those patented <unknown> move at a key dramatic moment , the effect be comic . and at that precise moment , the story start die a slow , <unknown> death . ',negative
'Director Khalil <unknown> movie have its heart and brain in the right place , but its gut be a mess . ',negative
'the bad movie of @card@ . ',negative
'a disjointed film that , but for brief flash of comedic verve , should skip theatrical release and go straight to video . ',negative
'so patchy in its laugh , so calculate in its grossness and so lack in genuine comic exuberance , it make you look at Road Trip in an admire new light . ',negative
'too lazy to play your own d- -- video game ? lucky for you there be horror <unknown> Uwe Boll , who be make a career out of adapt successful Atari and Sega game into tedious popcorn fare that be the ultimate in cinematic passivity . ',negative
'cosmic slop . ',negative
'even a <unknown> boy would find this movie to be a chore . ',negative
'even at this late stage in the evolution of the franchise , logical lapse in filmmak technique undercut the integrity of the <unknown> format ... . What may be less acceptable , however , be the <unknown> unaccountably weak effort to sort out the mythology concern the series of demonic <unknown> . ',negative
'break new ground both as an abominable enterprise in <unknown> and as <unknown> <unknown> . ',negative
'Johnson do seem to have some <unknown> ax to grind amid all this visual and sexual crudity . for instance , woman barely figure in the action , with Will take on various stereotypical feminine attribute . but good luck find meaning in all this mess . ',negative
'Joseph wind up with an disorganize mishmash of visual gimmick , empty exoticism , and <unknown> worthy of <unknown> be <unknown> <unknown> Great music and some dynamic , <unknown> concert footage give it the occasional life , but the <unknown> <unknown> will appeal to <unknown> Fire devotee only and even their patience might be test . ',negative
'this anemic genre parody from two of the six writer of <unknown> Movie strive for the goofball precision of the brother Zucker and , long before it reach the end of its <unknown> minute , give you newfound respect for the comic genius of the brother <unknown> ( two of the other writer of <unknown> <unknown> . ',negative
'a nasty piece of work that have be hang around for two year look for an audience . ',negative
'it merely exude an aura of cheap manipulation by which the audience be simply ask to rank the film \'s character on a <unknown> scale and root for their survival , or destruction , accordingly . ',negative
'cheesy , amateurish film . ',negative
'clumsy on every level . ',negative
'the only thing remotely resemble parody in this depressing waste of time and money be Jennifer Coolidge \'s sendup of Barbra Streisand as an <unknown> string of Jewish mother <unknown> . ',negative
'there be certainly enough dopey diversion here for the last <unknown> Hunter to be considerably more fun than it be , but even its most extravagant bout of silliness be hamper by desultory plot and <unknown> oppressively synthetic <unknown> . ',negative
'the laugh be few , far between and pretty darn faint in this comedy . ',negative
'<unknown> leave with no real catharsis <unknown> religious or emotional . and without that , captive wind up build to a big nothing . ',negative
'a loathsome shocker ... watch it almost turn my stomach . ',negative
'writer-director David DeFalco \'s ugly , pointless and dishonest remake of Craven \'s remake . ',negative
'stink like a cat box that have n\'t be change in a hundred year . ',negative
'<unknown> just deadly and dreadful , loud and obnoxious , convoluted and irritate , horrible and dumb . ',negative
'date movie have enough laugh to make rambunctious dude hoot and holler , but not nearly enough to ensure the happy ending it promise . ',negative
'What fun there be fall to Jackman , who give the grand old man of pirate character plenty of fresh and unusual wrinkle and emerge good than the other simply by virtue of play a two-dimensional , rather than one-dimensional , figure . ',negative
'there be scant character development , pedestrian dialogue , and an almost complete lack of humor . ',negative
'for all its shock and <unknown> imagery ( trapped <unknown> be maul by rat etc. ) , nothing in <unknown> 2 come across as believably scary . ',negative
'for all its cheap talk about the importance of innovation , Agent @card@ just feel like a copy of a copy of a copy . ',negative
'while his image have be compose with care , Nelson \'s screenplay be a far less impressive invention . ',negative
'even the rare individual who die laugh while watch the trailer will discover that only half of that phrase - the die part - apply to the experience of endure the film . ',negative
'even Boll seem to lose interest as the story unravel . by that time , the supernatural clich , plot inconsistency , dead end and red herring have pile up so high you can barely see the screen . ',negative
'save for a few inspired moment ( usually at the expense of the city of Fresno ) , Jamie <unknown> screwball comedy be <unknown> and unfunny . Everyone in front of the camera here deserve good , particular Judy Greer in a rare star role . ',negative
'a complete washout , a joyless , pointless and fundamentally idiotic enterprise . ',negative
'it be clear that Roth be try to say something about the brave new world of social <unknown> social justice , and public shame as a tool for change , but the message be garble . that it come wrap in a horror package that just be n\'t truly scary or suspenseful be the real shame though . ',negative
'elapse time before I walk out : @card@ minute total laugh ( in that period ) : 0 ',negative
'Pan <unknown> deliver on its own promise . the movie <unknown> so much enhance our understanding of the fly boy as it demonstrate how little thought go into craft his back story . ',negative
